image_size_x,image_size_y,name,dial_visibility,like,image_quality
1280,960,nomos_1/nomos/_without_model/nomos_glashütte-4.jpg,0.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_glashütte-5.jpg,0.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_glashütte-6.jpg,0.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_glashütte-7.jpg,0.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_glashütte-8.jpg,1.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_glashütte-9.jpg,0.0,0.0,1.0
640,480,nomos_1/nomos/_without_model/nomos_glashütte_14kt_585_gold_savonette_sprungdeckel_taschenuhr_selten_rar-1.jpg,1.0,0.0,1.0
640,480,nomos_1/nomos/_without_model/nomos_glashütte_14kt_585_gold_savonette_sprungdeckel_taschenuhr_selten_rar-10.jpg,1.0,0.0,1.0
640,480,nomos_1/nomos/_without_model/nomos_glashütte_14kt_585_gold_savonette_sprungdeckel_taschenuhr_selten_rar-11.jpg,1.0,0.0,1.0
640,480,nomos_1/nomos/_without_model/nomos_glashütte_14kt_585_gold_savonette_sprungdeckel_taschenuhr_selten_rar-12.jpg,0.0,0.0,1.0
640,480,nomos_1/nomos/_without_model/nomos_glashütte_14kt_585_gold_savonette_sprungdeckel_taschenuhr_selten_rar-13.jpg,0.0,0.0,1.0
640,480,nomos_1/nomos/_without_model/nomos_glashütte_14kt_585_gold_savonette_sprungdeckel_taschenuhr_selten_rar-14.jpg,0.0,0.0,1.0
640,480,nomos_1/nomos/_without_model/nomos_glashütte_14kt_585_gold_savonette_sprungdeckel_taschenuhr_selten_rar-15.jpg,0.0,0.0,1.0
640,480,nomos_1/nomos/_without_model/nomos_glashütte_14kt_585_gold_savonette_sprungdeckel_taschenuhr_selten_rar-16.jpg,0.0,0.0,1.0
640,480,nomos_1/nomos/_without_model/nomos_glashütte_14kt_585_gold_savonette_sprungdeckel_taschenuhr_selten_rar-2.jpg,0.0,0.0,1.0
640,480,nomos_1/nomos/_without_model/nomos_glashütte_14kt_585_gold_savonette_sprungdeckel_taschenuhr_selten_rar-3.jpg,0.0,0.0,1.0
640,480,nomos_1/nomos/_without_model/nomos_glashütte_14kt_585_gold_savonette_sprungdeckel_taschenuhr_selten_rar-4.jpg,0.0,0.0,1.0
640,480,nomos_1/nomos/_without_model/nomos_glashütte_14kt_585_gold_savonette_sprungdeckel_taschenuhr_selten_rar-5.jpg,0.0,0.0,1.0
640,480,nomos_1/nomos/_without_model/nomos_glashütte_14kt_585_gold_savonette_sprungdeckel_taschenuhr_selten_rar-6.jpg,0.0,0.0,1.0
640,480,nomos_1/nomos/_without_model/nomos_glashütte_14kt_585_gold_savonette_sprungdeckel_taschenuhr_selten_rar-7.jpg,0.0,0.0,1.0
640,480,nomos_1/nomos/_without_model/nomos_glashütte_14kt_585_gold_savonette_sprungdeckel_taschenuhr_selten_rar-8.jpg,0.0,0.0,1.0
640,480,nomos_1/nomos/_without_model/nomos_glashütte_14kt_585_gold_savonette_sprungdeckel_taschenuhr_selten_rar-9.jpg,0.0,0.0,1.0
1280,853,nomos_1/nomos/_without_model/nomos_glashütte_800er_silber_taschenuhr-1.jpg,1.0,0.0,1.0
1280,853,nomos_1/nomos/_without_model/nomos_glashütte_800er_silber_taschenuhr-10.jpg,0.0,0.0,1.0
1280,853,nomos_1/nomos/_without_model/nomos_glashütte_800er_silber_taschenuhr-11.jpg,0.0,0.0,1.0
1280,853,nomos_1/nomos/_without_model/nomos_glashütte_800er_silber_taschenuhr-2.jpg,1.0,0.0,1.0
640,960,nomos_1/nomos/_without_model/nomos_glashütte_800er_silber_taschenuhr-3.jpg,1.0,0.0,1.0
1280,853,nomos_1/nomos/_without_model/nomos_glashütte_800er_silber_taschenuhr-4.jpg,0.0,0.0,1.0
1280,853,nomos_1/nomos/_without_model/nomos_glashütte_800er_silber_taschenuhr-5.jpg,0.0,0.0,1.0
1280,853,nomos_1/nomos/_without_model/nomos_glashütte_800er_silber_taschenuhr-6.jpg,1.0,0.0,1.0
1280,853,nomos_1/nomos/_without_model/nomos_glashütte_800er_silber_taschenuhr-7.jpg,0.0,0.0,1.0
1280,853,nomos_1/nomos/_without_model/nomos_glashütte_800er_silber_taschenuhr-8.jpg,0.0,0.0,1.0
1280,853,nomos_1/nomos/_without_model/nomos_glashütte_800er_silber_taschenuhr-9.jpg,0.0,0.0,1.0
1024,768,"nomos_1/nomos/_without_model/nomos_glashütte_metro_neomatik_stahl_automatik_glasboden_armband_leder_38mm_ref.1113_box&pap._full_set_neu_mit_zertifikat_über_3.180,-€-1.jpg",1.0,0.0,1.0
1024,768,"nomos_1/nomos/_without_model/nomos_glashütte_metro_neomatik_stahl_automatik_glasboden_armband_leder_38mm_ref.1113_box&pap._full_set_neu_mit_zertifikat_über_3.180,-€-2.jpg",0.0,0.0,1.0
1024,768,"nomos_1/nomos/_without_model/nomos_glashütte_metro_neomatik_stahl_automatik_glasboden_armband_leder_38mm_ref.1113_box&pap._full_set_neu_mit_zertifikat_über_3.180,-€-3.jpg",1.0,0.0,1.0
1024,768,"nomos_1/nomos/_without_model/nomos_glashütte_metro_neomatik_stahl_automatik_glasboden_armband_leder_38mm_ref.1113_box&pap._full_set_neu_mit_zertifikat_über_3.180,-€-4.jpg",1.0,0.0,1.0
1024,768,"nomos_1/nomos/_without_model/nomos_glashütte_metro_neomatik_stahl_automatik_glasboden_armband_leder_38mm_ref.1113_box&pap._full_set_neu_mit_zertifikat_über_3.180,-€-5.jpg",0.0,0.0,1.0
1024,768,"nomos_1/nomos/_without_model/nomos_glashütte_metro_neomatik_stahl_automatik_glasboden_armband_leder_38mm_ref.1113_box&pap._full_set_neu_mit_zertifikat_über_3.180,-€-6.jpg",0.0,0.0,1.0
1024,768,"nomos_1/nomos/_without_model/nomos_glashütte_tangente_neomatik_blau_stahl_automatik_glasboden_36mm_ref.562_box&pap._full_set_neu_mit_zertifikat_über_3.240,-€-1.jpg",1.0,0.0,1.0
1024,768,"nomos_1/nomos/_without_model/nomos_glashütte_tangente_neomatik_blau_stahl_automatik_glasboden_36mm_ref.562_box&pap._full_set_neu_mit_zertifikat_über_3.240,-€-2.jpg",0.0,0.0,1.0
1024,768,"nomos_1/nomos/_without_model/nomos_glashütte_tangente_neomatik_blau_stahl_automatik_glasboden_36mm_ref.562_box&pap._full_set_neu_mit_zertifikat_über_3.240,-€-3.jpg",1.0,0.0,1.0
1024,768,"nomos_1/nomos/_without_model/nomos_glashütte_tangente_neomatik_blau_stahl_automatik_glasboden_36mm_ref.562_box&pap._full_set_neu_mit_zertifikat_über_3.240,-€-4.jpg",1.0,0.0,1.0
1024,768,"nomos_1/nomos/_without_model/nomos_glashütte_tangente_neomatik_blau_stahl_automatik_glasboden_36mm_ref.562_box&pap._full_set_neu_mit_zertifikat_über_3.240,-€-5.jpg",0.0,0.0,1.0
1024,768,"nomos_1/nomos/_without_model/nomos_glashütte_tangente_neomatik_blau_stahl_automatik_glasboden_36mm_ref.562_box&pap._full_set_neu_mit_zertifikat_über_3.240,-€-6.jpg",0.0,0.0,1.0
960,960,nomos_1/nomos/_without_model/nomos_light_grey_woven_textile-1.jpg,0.0,0.0,1.0
960,960,nomos_1/nomos/_without_model/nomos_light_grey_woven_textile-2.jpg,0.0,0.0,1.0
960,960,nomos_1/nomos/_without_model/nomos_lux_weißgold-1.jpg,1.0,0.0,1.0
960,960,nomos_1/nomos/_without_model/nomos_lux_weißgold-2.jpg,1.0,0.0,1.0
960,960,nomos_1/nomos/_without_model/nomos_lux_weißgold-3.jpg,0.0,0.0,0.0
1280,720,nomos_1/nomos/_without_model/nomos_lux_weißgold-4.jpg,0.0,0.0,1.0
960,960,nomos_1/nomos/_without_model/nomos_lux_weißgold-5.jpg,1.0,0.0,1.0
960,960,nomos_1/nomos/_without_model/nomos_lux_weißgold-6.jpg,1.0,0.0,1.0
960,960,nomos_1/nomos/_without_model/nomos_original_glashütte_900_silber-1.jpg,1.0,0.0,1.0
771,771,nomos_1/nomos/_without_model/nomos_original_glashütte_900_silber-2.jpg,0.0,0.0,1.0
960,960,nomos_1/nomos/_without_model/nomos_original_glashütte_900_silber-3.jpg,0.0,0.0,1.0
960,960,nomos_1/nomos/_without_model/nomos_original_glashütte_900_silber-4.jpg,0.0,0.0,1.0
849,849,nomos_1/nomos/_without_model/nomos_original_glashütte_900_silber-5.jpg,0.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_original_glashütte_900er_silber_bj._ca.1908-1.jpg,1.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_original_glashütte_900er_silber_bj._ca.1908-2.jpg,0.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_original_glashütte_900er_silber_bj._ca.1908-3.jpg,0.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_original_glashütte_900er_silber_bj._ca.1908-4.jpg,0.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_original_glashütte_900er_silber_bj._ca.1908-5.jpg,1.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_original_glashütte_900er_silber_bj._ca.1908-6.jpg,1.0,0.0,1.0
960,960,nomos_1/nomos/_without_model/nomos_orion_38_datario_380_t-1.jpg,1.0,0.0,1.0
756,960,nomos_1/nomos/_without_model/nomos_orion_datum_1413_watch_with_leather_bracelet_and_stainless_steel_bezel-1.jpg,1.0,0.0,1.0
958,960,nomos_1/nomos/_without_model/nomos_orion_datum_1413_watch_with_leather_bracelet_and_stainless_steel_bezel-2.jpg,1.0,0.0,1.0
958,960,nomos_1/nomos/_without_model/nomos_orion_datum_1413_watch_with_leather_bracelet_and_stainless_steel_bezel-3.jpg,1.0,0.0,1.0
958,960,nomos_1/nomos/_without_model/nomos_orion_datum_1413_watch_with_leather_bracelet_and_stainless_steel_bezel-4.jpg,0.0,0.0,1.0
958,960,nomos_1/nomos/_without_model/nomos_orion_datum_1413_watch_with_leather_bracelet_and_stainless_steel_bezel-5.jpg,0.0,0.0,1.0
958,960,nomos_1/nomos/_without_model/nomos_orion_datum_1413_watch_with_leather_bracelet_and_stainless_steel_bezel-6.jpg,0.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_orion_neomatik_39_nachtblau-1.jpg,1.0,0.0,1.0
960,960,nomos_1/nomos/_without_model/nomos_orion_neomatik_39_nachtblau-2.jpg,1.0,0.0,1.0
960,960,nomos_1/nomos/_without_model/nomos_orion_neomatik_39_nachtblau-3.jpg,0.0,0.0,1.0
662,662,nomos_1/nomos/_without_model/nomos_oro_stahl_4590-1.jpg,1.0,0.0,1.0
662,662,nomos_1/nomos/_without_model/nomos_oro_stahl_4590-2.jpg,1.0,0.0,1.0
662,662,nomos_1/nomos/_without_model/nomos_oro_stahl_4590-3.jpg,1.0,0.0,1.0
662,662,nomos_1/nomos/_without_model/nomos_oro_stahl_4590-4.jpg,0.0,0.0,1.0
662,662,nomos_1/nomos/_without_model/nomos_oro_stahl_4590-5.jpg,0.0,0.0,1.0
662,662,nomos_1/nomos/_without_model/nomos_oro_stahl_4590-6.jpg,1.0,0.0,1.0
960,960,nomos_1/nomos/_without_model/nomos_tangente_38_glasboden_edition_dis-1.jpg,1.0,0.0,1.0
960,960,nomos_1/nomos/_without_model/nomos_tangente_38_glasboden_edition_dis-2.jpg,0.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_tangente_38_glasboden_edition_dis-3.jpg,1.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_tangente_38_glasboden_edition_dis-4.jpg,1.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_tangente_38_glasboden_edition_dis-5.jpg,1.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_tangente_38_glasboden_edition_dis-6.jpg,1.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_tangente_gangreserve-1.jpg,1.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_tangente_gangreserve-2.jpg,1.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_tangente_gangreserve-3.jpg,1.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_tangente_gangreserve-4.jpg,1.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_tangente_gangreserve-5.jpg,1.0,0.0,1.0
1056,960,nomos_1/nomos/_without_model/nomos_tangente_gangreserve-6.jpg,1.0,0.0,1.0
1100,960,nomos_1/nomos/_without_model/nomos_tangente_gangreserve-7.jpg,1.0,0.0,1.0
1280,960,nomos_1/nomos/_without_model/nomos_tangente_gangreserve-8.jpg,0.0,0.0,1.0
800,818,nomos_1/nomos/_without_model/nomos_карманные_часы_glashute_is_.-1.jpg,1.0,0.0,1.0
800,753,nomos_1/nomos/_without_model/nomos_карманные_часы_glashute_is_.-10.jpg,0.0,0.0,1.0
800,683,nomos_1/nomos/_without_model/nomos_карманные_часы_glashute_is_.-11.jpg,0.0,0.0,1.0
800,807,nomos_1/nomos/_without_model/nomos_карманные_часы_glashute_is_.-12.jpg,0.0,0.0,1.0
800,656,nomos_1/nomos/_without_model/nomos_карманные_часы_glashute_is_.-2.jpg,0.0,0.0,1.0
800,701,nomos_1/nomos/_without_model/nomos_карманные_часы_glashute_is_.-3.jpg,0.0,0.0,1.0
800,753,nomos_1/nomos/_without_model/nomos_карманные_часы_glashute_is_.-4.jpg,0.0,0.0,1.0
800,683,nomos_1/nomos/_without_model/nomos_карманные_часы_glashute_is_.-5.jpg,0.0,0.0,1.0
800,807,nomos_1/nomos/_without_model/nomos_карманные_часы_glashute_is_.-6.jpg,0.0,0.0,1.0
800,818,nomos_1/nomos/_without_model/nomos_карманные_часы_glashute_is_.-7.jpg,1.0,0.0,1.0
800,656,nomos_1/nomos/_without_model/nomos_карманные_часы_glashute_is_.-8.jpg,0.0,0.0,1.0
800,701,nomos_1/nomos/_without_model/nomos_карманные_часы_glashute_is_.-9.jpg,0.0,0.0,1.0
591,480,"nomos_1/nomos/ahoi_(submodel)/nomos_ahoi,_ref._550-1.jpg",1.0,0.0,1.0
619,827,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-1.jpg,1.0,0.0,1.0
1280,853,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-10.jpg,1.0,1.0,1.0
1280,853,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-11.jpg,1.0,1.0,1.0
1280,853,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-12.jpg,0.0,0.0,1.0
1280,853,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-13.jpg,1.0,0.0,1.0
842,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-14.jpg,1.0,0.0,1.0
412,480,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-15.jpg,1.0,1.0,1.0
960,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-16.jpg,1.0,0.0,1.0
960,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-17.jpg,1.0,0.0,1.0
720,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-18.jpg,1.0,0.0,1.0
720,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-19.jpg,1.0,0.0,1.0
619,827,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-2.jpg,1.0,0.0,1.0
720,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-20.jpg,0.0,0.0,1.0
1280,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-21.jpg,1.0,0.0,1.0
960,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-22.jpg,1.0,0.0,1.0
960,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-23.jpg,0.0,0.0,1.0
619,827,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-3.jpg,1.0,0.0,1.0
1202,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-4.jpg,1.0,0.0,1.0
1279,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-5.jpg,0.0,0.0,1.0
585,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-6.jpg,0.0,0.0,1.0
1280,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-7.jpg,1.0,0.0,1.0
960,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-8.jpg,1.0,0.0,1.0
960,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi-9.jpg,1.0,0.0,1.0
509,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_40.3mm_550-1.jpg,1.0,0.0,1.0
513,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_40.3mm_552-1.jpg,1.0,0.0,1.0
510,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_40.3mm_555-1.jpg,1.0,0.0,1.0
510,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_40.3mm_555_stainless_steel_back-1.jpg,1.0,0.0,1.0
440,607,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_550-1.jpg,1.0,1.0,1.0
1280,853,"nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_date,_stainless_automatic,_40.3mm-1.jpg",1.0,1.0,1.0
1280,853,"nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_date,_stainless_automatic,_40.3mm-10.jpg",0.0,0.0,1.0
1280,853,"nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_date,_stainless_automatic,_40.3mm-2.jpg",1.0,1.0,1.0
1280,853,"nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_date,_stainless_automatic,_40.3mm-3.jpg",1.0,1.0,1.0
1280,853,"nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_date,_stainless_automatic,_40.3mm-4.jpg",1.0,0.0,1.0
1280,853,"nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_date,_stainless_automatic,_40.3mm-5.jpg",1.0,1.0,1.0
1280,853,"nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_date,_stainless_automatic,_40.3mm-6.jpg",0.0,0.0,1.0
1280,853,"nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_date,_stainless_automatic,_40.3mm-7.jpg",0.0,0.0,1.0
1280,853,"nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_date,_stainless_automatic,_40.3mm-8.jpg",1.0,0.0,1.0
1280,853,"nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_date,_stainless_automatic,_40.3mm-9.jpg",0.0,0.0,1.0
532,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_datum_40.3mm_553-1.jpg,1.0,0.0,1.0
720,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_ref._550-1.jpg,1.0,0.0,1.0
1279,847,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_ref._550-2.jpg,1.0,0.0,1.0
1279,847,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_ref._550-3.jpg,1.0,0.0,1.0
1279,847,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_ref._550-4.jpg,1.0,0.0,1.0
398,425,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_ref._555-1.jpg,1.0,0.0,1.0
398,425,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_ref._555-2.jpg,1.0,0.0,1.0
480,480,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_stahl_1415-1.jpg,1.0,0.0,1.0
480,480,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_stahl_1415-2.jpg,1.0,0.0,1.0
480,480,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_stahl_1415-3.jpg,1.0,0.0,1.0
480,480,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_stahl_1415-4.jpg,0.0,0.0,1.0
480,480,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_stahl_1415-5.jpg,0.0,0.0,1.0
480,480,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_stahl_1415-6.jpg,0.0,0.0,1.0
672,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_steel_40.3_mm-1.jpg,1.0,0.0,1.0
1000,676,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_steel_40.3_mm-2.jpg,0.0,0.0,1.0
672,960,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_steel_40.3_mm-3.jpg,1.0,0.0,1.0
1000,676,nomos_1/nomos/ahoi_(submodel)/nomos_ahoi_steel_40.3_mm-4.jpg,0.0,0.0,1.0
700,700,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_ahoi_atlantic_552-1.jpg,1.0,0.0,1.0
700,700,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_ahoi_atlantic_552-2.jpg,1.0,0.0,1.0
700,700,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_ahoi_atlantic_552-3.jpg,0.0,0.0,1.0
700,700,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_ahoi_atlantic_552-4.jpg,1.0,0.0,1.0
700,700,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_ahoi_atlantic_552-5.jpg,0.0,0.0,1.0
700,700,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_ahoi_atlantic_552-6.jpg,0.0,0.0,1.0
900,900,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_glashutte_men's_550_ahoi_watch-1.jpg,1.0,0.0,1.0
900,900,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_glashutte_men's_550_ahoi_watch-2.jpg,1.0,1.0,1.0
900,900,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_glashutte_men's_550_ahoi_watch-3.jpg,1.0,0.0,1.0
900,900,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_glashutte_men's_550_ahoi_watch-4.jpg,1.0,0.0,1.0
900,900,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_glashutte_men's_550_ahoi_watch-5.jpg,1.0,0.0,1.0
900,900,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_glashutte_men's_550_ahoi_watch-6.jpg,1.0,0.0,1.0
900,900,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_glashutte_men's_550_ahoi_watch-7.jpg,0.0,0.0,1.0
480,480,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_glashutte_men's_550_ahoi_watch-8.jpg,1.0,0.0,1.0
900,900,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_men's_550_ahoi_watch-1.jpg,1.0,0.0,1.0
900,900,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_men's_550_ahoi_watch-2.jpg,1.0,1.0,1.0
900,900,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_men's_550_ahoi_watch-3.jpg,1.0,0.0,1.0
900,900,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_men's_550_ahoi_watch-4.jpg,1.0,0.0,1.0
900,900,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_men's_550_ahoi_watch-5.jpg,1.0,0.0,1.0
900,900,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_men's_550_ahoi_watch-6.jpg,1.0,0.0,1.0
900,900,nomos_1/nomos/ahoi_(submodel)/nomos_glashutte_men's_550_ahoi_watch-7.jpg,0.0,0.0,1.0
435,728,nomos_1/nomos/ahoi_(submodel)/nomos_glashütte_ahoi-1.jpg,1.0,0.0,1.0
480,480,nomos_1/nomos/ahoi_(submodel)/nomos_glashütte_ahoi-2.jpg,1.0,0.0,1.0
480,480,nomos_1/nomos/ahoi_(submodel)/nomos_glashütte_ahoi-3.jpg,0.0,0.0,1.0
480,640,nomos_1/nomos/ahoi_(submodel)/nomos_glashütte_ahoi-4.jpg,1.0,0.0,1.0
695,810,nomos_1/nomos/ahoi_(submodel)/nomos_glashütte_ahoi-5.jpg,0.0,0.0,1.0
1200,800,nomos_1/nomos/ahoi_(submodel)/nomos_glashütte_ahoi_automatik_herrenuhr_edelstahl_ref_555_full_set-1.jpg,1.0,0.0,1.0
1200,800,nomos_1/nomos/ahoi_(submodel)/nomos_glashütte_ahoi_automatik_herrenuhr_edelstahl_ref_555_full_set-10.jpg,0.0,0.0,1.0
